time,x_true,y_true,theta_true,x_est,y_est,theta_est
22.701186949,1.2498841406325543,-0.3073647772658746,0.8078794636288243,1.2463287036609207,-0.3235472224811495,0.8078829753829018
22.770790093000002,1.2470126922088092,-0.31036832550910354,0.8078794636284551,1.2428054760100726,-0.32805517973628034,0.8078820785385888
22.794711378000002,1.2447737460694035,-0.3127102734570731,0.8078794636280215,1.239367000186939,-0.33227449534066383,0.8078812980118679
22.840483268,1.2426747340636493,-0.314905849658357,0.8078794636275881,1.2360437823706028,-0.33616301602981447,0.8078806266990588
22.87186596,1.240340632713205,-0.31734733039423035,0.8078794636272186,1.232830491432563,-0.3397255360910783,0.8078800568172998
22.916009259000003,1.2385494758015407,-0.31922088875274746,0.8078794636267284,1.229789450218917,-0.3428923097974441,0.80787958016908
22.931717820000003,1.2368982530235382,-0.3209480753645691,0.807879463626352,1.2269400367750265,-0.3456513507542504,0.8078791883662765
22.974388901,1.2351014987463915,-0.32282748859309324,0.8078794636259111,1.2242783084922069,-0.3480166758689137,0.8078788730165605
23.001264888,1.2337581310624746,-0.324232657362154,0.8078794636254208,1.2218443965386234,-0.34995923135597706,0.807878625875884
23.063465336,1.2323308028982172,-0.32572564917937996,0.8078794636249947,1.2196366393697788,-0.3514931676350972,0.8078784389706558
23.103073342000002,1.2312952903083718,-0.32680880010569596,0.807879463624682,1.2176812016334078,-0.35261176348792855,0.8078783046925158
23.147390789000003,1.2303997118522032,-0.32774557928530157,0.8078794636241987,1.215983775466704,-0.3533293605204348,0.8078782158692475
23.186010197,1.2295097553898775,-0.3286765271375847,0.8080880386171524,1.2145478713798283,-0.3536531903016968,0.8079472850240372
23.229103811,1.2289225889967144,-0.32929182031699317,0.8098261636004146,1.2133817239873406,-0.3536035902313612,0.8085885637351732
23.252110686,1.2284764227635605,-0.32976175571273064,0.8133024135837157,1.2124860490762934,-0.35320082040853223,0.810314493376844
23.283414325000003,1.22812680858251,-0.33013347488359934,0.8197682385632015,1.2118712832908116,-0.3524385366037521,0.8137352307171289
23.300526833000003,1.2279890586161264,-0.33028190342381625,0.8270683635453603,1.2115270889389593,-0.3513543281485949,0.8187693346091527
23.339098810000003,1.2279726317336537,-0.3302998100439837,0.8381228385239887,1.211453139885578,-0.3499549055283964,0.8260536747530592
23.360178375,1.2279726317336255,-0.3302998100440155,0.8492468385062915,1.2115711989825437,-0.34840033477750554,0.8352797723060836
23.40471909,1.2279726317335975,-0.3302998100440477,0.862108963488391,1.2118277867253655,-0.3468001875428874,0.8465477459421468
23.433100336000003,1.2279726317335653,-0.33029981004408576,0.8798378384671204,1.212200742260518,-0.34519460025314114,0.8606060709916081
23.452915833000002,1.2279726317335387,-0.33029981004411885,0.8965238384495415,1.2126711681815665,-0.3436135988708926,0.8768440087155344
23.488660054,1.2279726317335211,-0.3302998100441413,0.9149479634318731,1.21322176392283,-0.3420812687282168,0.8952920665750294
23.52344352,1.2279726317335,-0.3302998100441697,0.9393512384108103,1.2138367752519508,-0.3406164064484696,0.9168406926412752
23.555017485,1.2279726317334754,-0.33029981004420433,0.9615992383934704,1.2145019360539786,-0.3392331481607906,0.9406058733099693
23.585635745,1.2279726317334516,-0.3302998100442396,0.9905911633725233,1.2152044039708687,-0.33794156698828504,0.9675887029571472
23.644476676,1.2279726317334403,-0.33029981004425757,1.016663038355335,1.215932691310278,-0.3367482346311589,0.9967296923489728
23.670578179000003,1.2279726317334219,-0.33029981004428793,1.0444719883381262,1.2166765924941956,-0.3356567434632424,1.0279993069182403
23.710818487,1.2279726317333974,-0.33029981004433145,1.078671988328305,1.217427109181825,-0.3346681869297245,1.0620958559247395
23.796223936,1.2279726317333777,-0.33029981004436937,1.107171988320156,1.2181763740723583,-0.3337815971930136,1.0972087799555887
23.820648399000003,1.2279726317333561,-0.3302998100444143,1.1413719883104627,1.2189175742723375,-0.33299433993926725,1.1340181637197062
23.877625167,1.2279726317333417,-0.3302998100444468,1.1698719883029747,1.2196448749990967,-0.33230246704867256,1.1711326491046192
23.895347625000003,1.2279726317333257,-0.33029981004448633,1.1983719882954227,1.2203533442863683,-0.33170102846583965,1.208340785783703
23.959658783000002,1.2279726317333086,-0.33029981004453296,1.2325719882864468,1.221038879260549,-0.33118434509959854,1.2465026927627523
23.979955059,1.2279726317332929,-0.33029981004458014,1.2610719882790868,1.2216981344661109,-0.33074624495138377,1.2843380378189282
24.007284541,1.227972631733268,-0.33029981004466163,1.2895719882718972,1.2223284526361524,-0.3303802649336831,1.3217375660201933
24.069334095000002,1.2279726317332493,-0.3302998100447302,1.3237719882635897,1.2229277982288467,-0.33007982100964334,1.3596545239974742
24.092592224,1.2279726317332413,-0.33029981004476483,1.3522719882568262,1.2234946939822013,-0.3298383493764492,1.3968926093823661
24.131786319000003,1.2279726317332602,-0.33029981004466713,1.3864719882490086,1.2240281606780592,-0.32964942143988424,1.434452328234949
24.148078732000002,1.2279726317332902,-0.33029981004449205,1.4149719882421243,1.2245276602509998,-0.3295068352988153,1.4711795572021074
24.178172037000003,1.2279726317333133,-0.33029981004433023,1.443471988234999,1.224993042328714,-0.3294046863852184,1.5070773760418161
24.201298228000002,1.2279726317333342,-0.33029981004413955,1.4776719882263856,1.2254244942469994,-0.3293374197975548,1.5431979913525506
24.232674671,1.2279726317333473,-0.3302998100439766,1.506171988219267,1.2258224945443617,-0.3292998667327992,1.5784313362359643
24.25135681,1.2279726317333532,-0.330299810043856,1.5346719882117719,1.2261877699082115,-0.32928726726884755,1.6128175005465493
24.296092413,1.2279726317333566,-0.33029981004367837,1.5688719882024338,1.2265212555161944,-0.32929528158374305,1.6474392707409804
24.311072984000003,1.2279726317333546,-0.33029981004351494,1.5973719881945836,1.2268240586920354,-0.32931999152566044,1.681211349551927
24.354575131,1.2279726317333464,-0.33029981004332326,1.6315719881851245,1.2270974257751075,-0.3293578942714305,1.7152280871246715
24.372949554,1.2279726317333375,-0.3302998100432028,1.6600719881769117,1.2273427120863587,-0.3294058896363313,1.7484134766393924
24.411244282000002,1.2279726317333297,-0.33029981004312503,1.6883634131718872,1.2275613548599307,-0.3294612624267358,1.7807653240175736
24.445563072000002,1.2279726317333277,-0.33029981004311093,1.7202690881714797,1.2277548489995238,-0.32952166106216146,1.8126994832286007
24.491060141000002,1.2279526467014257,-0.3301799673780186,1.744945213169525,1.227915636687749,-0.3294930338271379,1.8427436116344293
24.521747229000002,1.2278924430888012,-0.3298616168279991,1.7678832131666717,1.2280263116588497,-0.3292237463666251,1.8707170689386718
24.583393169,1.227755153933328,-0.32922005897889817,1.79311448816838,1.2280629600949517,-0.32857021895206195,1.8971141162621725
24.605613566000002,1.2275779177591968,-0.32847126015508554,1.8122286131696606,1.22802460559829,-0.3275763725836646,1.921069617037639
24.677666692000003,1.2272806103668923,-0.3273182966796688,1.8328712381709473,1.227887343829318,-0.326146920741337,1.9430101744563262
24.703190201,1.2269564610979435,-0.3261473468192755,1.8481614881730575,1.2276571853548546,-0.3243558399376916,1.9622870871738887
24.720162746000003,1.2265586918797864,-0.3247868119183389,1.861713613175136,1.2273276309290917,-0.3222026423053966,1.978894152803396
24.750448293,1.2259802746292159,-0.3229054359443484,1.8756818381777287,1.2268701579950316,-0.31958619400951527,1.9931300022814147
24.769006548,1.2254120000337068,-0.3211312303055085,1.8854100881798483,1.226302269811233,-0.316615370486211,2.0046314884733887
24.817165044000003,1.2247645970885486,-0.31916981831371405,1.8934002131819931,1.225621207661369,-0.31329877205176065,2.013445339432316
24.840208,1.2238838643173018,-0.316569002441842,1.900694038184556,1.224795856913295,-0.3095204604851332,2.0197118546184845
24.886634238000003,1.2230650950768578,-0.31419524407157223,1.904860288186621,1.2238554753343804,-0.305417080844785,2.023325362162094
24.951521774000003,1.2220380462482716,-0.31125072255573094,1.9075654631891392,1.2227920230638234,-0.30097650097834955,2.024305912480432
24.973836424,1.2212423912871397,-0.30898040857150666,1.90797946319208,1.2216981759693435,-0.296631911934727,2.022738625101476
25.018331674000002,1.220411676752583,-0.3066108022000808,1.9079794631917035,1.220572187281039,-0.29236539500723147,2.0191450531697233
25.039619096000003,1.2193263884089989,-0.30351502613403747,1.9079794631912628,1.2193410893107293,-0.2878143899406507,2.0141470322061856
25.077222375,1.2183482890375876,-0.30072500572874,1.9079794631907652,1.2180269839887141,-0.2830595674623123,2.008140756011659
25.096016029,1.2173031965585217,-0.2977438880353374,1.907979463190396,1.2166293691823333,-0.27809406436934975,2.001418779522592
25.131637734,1.215960654681529,-0.29391429838292715,1.9079794631899554,1.215109488816361,-0.27274958735094096,1.9942332313016646
25.149195298000002,1.2147681773656072,-0.29051276665564596,1.907979463189522,1.2135061138466943,-0.26719030118968046,1.986798628661557
25.182669968000003,1.2132487736843973,-0.28617868016260806,1.9079794631890816,1.211777161566146,-0.26123671161407924,1.9792948594303768
25.209829768000002,1.2119089115316302,-0.28235673440147474,1.907979463188712,1.2099660102680556,-0.2550727722251917,1.9718702460339936
25.255070484,1.2105020562712019,-0.2783436913522159,1.9079794631882714,1.2080733107373605,-0.24869963544110665,1.9646446214650282
25.281402781,1.2087253990565845,-0.27327579127280327,1.9079794631877813,1.206051793625382,-0.24191848724117934,1.9577123593417676
25.321531468,1.2072068886163843,-0.26894425274236666,1.9079794631870992,1.2039668854572891,-0.23501780072497586,1.9511453116337616
25.340558413,1.2056883781761587,-0.2646127142118485,1.907979463186424,1.201848556255361,-0.22814525202418795,1.9449956177700294
25.400697024000003,1.2038661656478977,-0.2594148679752414,1.9079794631855642,1.1996752058047049,-0.22122811790742256,1.9392983577905196
25.431943738,1.2023476552076788,-0.2550833294447209,1.9079794631848963,1.1974972533359673,-0.21446113166028577,1.9340740300096968
25.484075079,1.2005254426794207,-0.24988548320809756,1.9079794631840437,1.1952815949580857,-0.20770535797548817,1.929330840397418
25.511136631000003,1.1990069322392132,-0.24555394467758815,1.9079794631833686,1.1930767489566414,-0.20114239908884507,1.925066796622217
25.544653947,1.197488421799006,-0.24122240614707094,1.90797946318263,1.1908876749098163,-0.1947773069405165,1.9212716045205205
